Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
content,3827,content,kxntEnt,2,2,0,1,0,1,1,0,0,-1,-1,2,7,545,8,5,11,389,2.591064607,17597,1047,188885464,8,1
contention,3829,contention,kxntEnC|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,9,627,11,4,2,41,1.62324929,1743,255,2101748,10,1
contest,3832,contest,kantEst,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,586,8,6,8,958,2.981818607,5600,1298,20859550,8,1
contiguous,3835,contiguous,kxntIgyuxs,1,1,0,1,0,0,1,-1,-1,-1,-1,4,10,778,6,1,1,3,0.602059991,405,27,2702054,6,1
continence,3836,continence,kantN|ns,2,2,0,1,0,1,1,0,0,-1,-1,3,9,570,9,4,0,0,0,68,6,287761,9,1
continent,3837,continent,kantN|nt,1,1,0,1,0,0,1,-1,-1,-1,-1,3,9,550,10,4,2,187,2.274157849,3467,364,5095575,10,1
continual,3840,continual,kxntInyuL,1,0,1,0,1,0,1,-1,-1,-1,-1,4,10,606,10,3,0,16,1.230448921,915,68,1685246,11,1
continue,3842,continue,kxntInyu,1,0,1,0,1,0,1,-1,-1,-1,-1,3,8,539,9,2,2,2527,3.40277707,36309,11780,76660150,9,1
continuous,3844,continuous,kxntInyuxs,1,1,0,1,0,0,1,-1,-1,-1,-1,4,10,712,11,4,1,98,1.995635195,5178,223,21878180,11,1
contract,3849,contract,kantr@kt,3,1,2,0.333333333,0.666666667,0,3,0,-1,-1,0,2,8,537,9,6,5,1650,3.217747073,13536,1835,66898362,9,1
contraction,3852,contraction,kxntr@kS|n,1,1,0,1,0,0,1,-1,-1,-1,-1,3,10,659,12,2,2,55,1.748188027,697,54,1688692,11,2
contractor,3853,contractor,kantr@ktX,1,0,1,0,1,0,1,-1,-1,-1,-1,3,9,689,11,5,1,160,2.206825876,2037,376,21783415,10,2
contraption,3858,contraption,kxntr@pS|n,1,1,0,1,0,0,1,-1,-1,-1,-1,3,10,630,12,2,2,75,1.880813592,345,32,163143,11,1
contrast,3864,contrast,kantr@st,1,1,0,1,0,0,1,-1,-1,-1,-1,2,8,725,9,4,9,107,2.033423755,13809,797,17956897,9,1
contribute,3866,contribute,kxntrIbyut,1,0,1,0,1,0,1,-1,-1,-1,-1,3,10,507,11,1,2,194,2.290034611,7411,822,22258902,11,1
contributor,3868,contributor,kxntrIbyutX,1,0,1,0,1,0,1,-1,-1,-1,-1,4,11,584,12,1,2,18,1.278753601,2169,839,5902799,12,2
contrite,3869,contrite,kxntrYt,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,511,8,2,1,11,1.079181246,149,27,97621,7,1
contumely,3880,contumely,kxntumxli,1,1,0,1,0,0,1,-1,-1,-1,-1,3,9,778,6,0,0,1,0.301029996,12,0,14562,5,NA
convention,3890,convention,kxnvEnC|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,9,539,11,4,3,629,2.799340549,10166,3552,27974338,10,1
converse,3895,converse,kxnvRs,2,2,0,1,0,0,2,1,1,-1,1,2,6,570,9,5,4,66,1.826074803,618,39,2554939,7,1
convert,3897,convert,kxnvRt,2,2,0,1,0,0,2,1,1,-1,1,2,6,421,8,9,9,159,2.204119983,2483,281,16927734,7,1
conviction,3903,conviction,kxnvIkS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,9,613,11,2,2,303,2.482873584,4315,1094,5818769,10,2
coo,3913,coo,ku,31,24,7,0.774193548,0.225806452,19,12,0.384946237,0.605072464,0.894736842,0.318181818,1,2,237,4,193,51,35,1.556302501,347,36,1167246,3,1
cook,3914,cook,kUk,15,13,2,0.866666667,0.133333333,13,2,0.304761905,0.397435897,0.41025641,0,1,3,354,5,57,25,2324,3.366422957,18139,1603,24413307,4,1
cool,3917,cool,kul,22,18,4,0.818181818,0.181818182,17,5,0.251082251,0.352941176,0.382352941,0.6,1,3,359,5,138,20,9990,3.999608959,20803,3155,56494542,4,1
cooper,3922,cooper,kupX,6,5,1,0.833333333,0.166666667,3,3,0.266666667,0.3,1,0.333333333,2,4,442,7,47,18,887,2.948412966,5110,1108,12476378,5,NA
cop,3928,cop,kap,30,24,6,0.8,0.2,18,12,0.209195402,0.307971014,0.385620915,0.484848485,1,3,312,4,129,50,4393,3.642860053,5614,1152,5586148,4,1
cope,3930,cope,kop,25,23,2,0.92,0.08,16,9,0.286666667,0.308300395,0.416666667,1,1,3,309,5,86,34,166,2.222716471,3545,507,5172385,4,1
copper,3934,copper,kapX,9,8,1,0.888888889,0.111111111,3,6,0.25,0.25,1,0.4,2,4,469,7,69,22,336,2.527629901,3384,130,14543941,5,1
copy,3943,copy,kapi,8,7,1,0.875,0.125,3,5,0.178571429,0.142857143,0.333333333,0.4,2,4,377,5,44,15,2666,3.426023016,7396,969,79624352,5,1
coral,3947,coral,kcrL,9,7,2,0.777777778,0.222222222,7,2,0.222222222,0.238095238,0.333333333,1,2,5,318,6,80,17,121,2.086359831,2371,168,8819801,6,2
cordial,3949,cordial,korJL,3,1,2,0.333333333,0.666666667,0,3,0.333333333,-1,-1,0.333333333,2,6,489,8,16,2,62,1.799340549,439,87,585191,7,2
core,3958,core,kor,36,26,10,0.722222222,0.277777778,20,16,0.284126984,0.436923077,0.647368421,0.458333333,1,3,409,5,166,53,501,2.700703717,13514,1639,51254699,4,1
cork,3960,cork,kork,11,9,2,0.818181818,0.181818182,4,7,0.345454545,0.361111111,0.5,0.761904762,1,4,410,5,80,24,146,2.167317335,802,53,5504784,5,1
corn,3962,corn,korn,20,14,6,0.7,0.3,11,9,0.242105263,0.417582418,0.527272727,0.472222222,1,4,410,5,93,38,725,2.860936621,9077,780,10726347,5,1
corner,3964,corner,kornX,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,5,509,7,46,31,2679,3.428134794,16905,2017,36421177,6,1
cornet,3965,cornet,kornEt,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,311,7,6,10,11,1.079181246,77,8,471301,7,1
corona,3973,corona,kXonx,2,2,0,1,0,1,1,0,0,-1,-1,3,5,499,7,12,4,58,1.770852012,599,33,2807296,6,1
coronary,3975,coronary,kcrxnEri,1,1,0,1,0,0,1,-1,-1,-1,-1,4,8,682,8,3,0,101,2.008600172,1034,84,3878267,9,1
coroner,3977,coroner,kcrxnX,3,3,0,1,0,0,3,0.333333333,0.333333333,-1,0.333333333,3,6,396,8,15,8,458,2.661812686,803,319,861881,7,1
corpse,3983,corpse,korps,3,1,2,0.333333333,0.666666667,0,3,0.333333333,-1,-1,0.333333333,1,5,394,7,15,6,515,2.712649702,1591,106,2667151,6,1
corpus,3985,corpus,korpxs,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,6,474,7,6,8,77,1.892094603,1334,200,5137372,7,1
correct,3988,correct,kXEkt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,439,8,4,1,2292,3.360404055,16441,6930,44468174,6,1
correlation,3990,correlation,kcrxleS|n,2,2,0,1,0,2,0,1,1,1,-1,4,9,788,12,2,1,29,1.477121255,4357,126,7923985,10,2
corridor,3993,corridor,kcrxdX,1,1,0,1,0,0,1,-1,-1,-1,-1,3,6,490,9,5,2,284,2.45484486,3631,181,4571967,7,1
corrode,3996,corrode,kXod,1,0,1,0,1,1,0,-1,-1,-1,-1,2,4,485,8,16,2,5,0.77815125,71,9,116553,5,1
corrugate,3997,corrugate,kcrxget,1,1,0,1,0,0,1,-1,-1,-1,-1,3,7,568,10,2,2,0,0,2,0,12273,8,1
cortex,4004,cortex,kortEks,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,554,6,3,6,57,1.763427994,684,55,2531867,7,1
cosmic,4016,cosmic,kazmIk,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,512,5,2,4,184,2.267171728,2370,99,4195062,6,1
cost,4023,cost,kcst,5,3,2,0.6,0.4,4,1,0.1,0.333333333,0.166666667,-1,1,4,431,5,44,34,2801,3.447468131,44211,8210,158893271,5,1
costume,4024,costume,kastum,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,525,8,4,4,721,2.858537198,2430,309,10751871,7,1
costumer,4025,costumer,kastumX,2,0,2,0,1,0,2,0,-1,-1,0,3,7,748,9,5,6,8,0.954242509,21,4,142351,8,2
cot,4027,cot,kat,35,30,5,0.857142857,0.142857143,24,11,0.253781513,0.337931034,0.438405797,0.545454545,1,3,389,4,134,53,102,2.012837225,583,30,1812593,4,1
cottage,4031,cottage,katIJ,3,2,1,0.666666667,0.333333333,3,0,0,0,0,-1,2,5,413,8,8,2,270,2.432969291,2607,157,10524011,5,1
cotton,4033,cotton,katN,7,5,2,0.714285714,0.285714286,5,2,0.142857143,0.2,0.2,1,2,5,435,7,43,11,723,2.859738566,6778,350,23279717,6,1
couch,4036,couch,kWC,9,7,2,0.777777778,0.222222222,6,3,0.194444444,0.238095238,0.266666667,1,1,3,416,6,48,14,1197,3.078456818,5195,561,4581367,4,1
cough,4039,cough,kcf,11,7,4,0.636363636,0.363636364,4,7,0.254545455,0.428571429,0.5,0.523809524,1,3,389,6,78,14,448,2.652246341,1877,180,3451640,4,1
could,4040,could,kUd,11,11,0,1,0,10,1,0.381818182,0.381818182,0.466666667,-1,1,3,419,6,32,5,83109,4.919653282,384988,82935,302322314,4,1
council,4041,council,kWnsL,2,2,0,1,0,2,0,1,1,1,-1,2,6,514,8,14,1,863,2.936513742,24475,4431,112896752,7,1
count,4042,count,kWnt,7,4,3,0.571428571,0.428571429,5,2,0.142857143,0.333333333,0.2,1,1,4,404,6,22,7,4588,3.661718058,13641,3448,40348176,5,1
counter,4044,counter,kWntX,3,2,1,0.666666667,0.333333333,1,2,0.333333333,0,-1,1,2,5,421,8,11,7,709,2.851258349,10227,1342,35350659,6,1
county,4063,county,kWnti,3,2,1,0.666666667,0.333333333,1,2,0.333333333,0,-1,1,2,5,476,7,11,4,1722,3.236285277,36919,5855,227576453,6,1
coupe,4064,coupe,kupe,3,2,1,0.666666667,0.333333333,1,2,0.333333333,0,-1,1,1,3,249,6,93,11,31,1.505149978,489,12,4874541,4,1
couple,4065,couple,k^pL,4,3,1,0.75,0.25,1,3,0.166666667,0.333333333,-1,0.333333333,2,5,371,7,27,6,11394,4.05671433,41876,15374,43578666,6,1
courier,4071,courier,kRiX,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,4,458,8,28,6,168,2.227886705,704,78,8405086,5,1
court,4072,court,kort,17,14,3,0.823529412,0.176470588,8,9,0.257352941,0.285714286,0.571428571,0.527777778,1,4,400,6,81,6,5137,3.7107941,66292,24723,127722336,5,1
courtesy,4075,courtesy,kRt|si,1,0,1,0,1,0,1,-1,-1,-1,-1,3,6,488,8,4,0,414,2.618048097,4995,413,10945291,7,1
cousin,4080,cousin,k^zN,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,415,7,14,3,2491,3.396548038,5245,668,4263607,6,1
cove,4081,cove,kov,18,17,1,0.944444444,0.055555556,9,9,0.320261438,0.360294118,0.361111111,1,1,3,414,5,64,33,166,2.222716471,1175,104,5869534,4,1
coven,4082,coven,k^vxn,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,459,6,19,25,30,1.491361694,78,3,295821,6,1
cover,4084,cover,k^vX,4,4,0,1,0,1,3,0.166666667,0.166666667,-1,0.333333333,2,4,409,6,27,31,4808,3.682054777,29453,5492,94503381,5,1
covert,4086,covert,kovRt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,459,7,4,10,148,2.173186268,1182,301,1991310,6,1
covet,4087,covet,k^vxt,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,383,6,5,12,48,1.69019608,207,16,223834,6,2
cow,4089,cow,kW,19,15,4,0.789473684,0.210526316,10,9,0.321637427,0.485714286,0.822222222,0.5,1,2,278,4,115,44,1301,3.114610984,3428,411,8270235,3,1
coward,4090,coward,kWXd,1,0,1,0,1,0,1,-1,-1,-1,-1,2,4,476,7,17,10,734,2.866287339,692,110,1656677,5,2
cower,4092,cower,kWX,9,7,2,0.777777778,0.222222222,5,4,0.361111111,0.523809524,1,0.5,2,3,370,6,62,28,16,1.230448921,115,13,96406,4,1
cowl,4094,cowl,kWl,18,15,3,0.833333333,0.166666667,15,3,0.320261438,0.40952381,0.438095238,1,1,3,383,5,89,15,5,0.77815125,111,4,368295,4,1
cowlick,4095,cowlick,kWlIk,3,2,1,0.666666667,0.333333333,2,1,0.333333333,0,1,-1,2,5,427,8,8,2,4,0.698970004,55,0,13785,6,1
coxswain,4100,coxswain,kaks|n,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,7,608,4,0,0,5,0.77815125,40,2,82266,6,NA
coy,4101,coy,kO,14,10,4,0.714285714,0.285714286,5,9,0.263736264,0.466666667,0.6,0.5,1,2,313,4,100,50,88,1.949390007,362,49,808775,3,1
cozy,4104,cozy,kozi,5,5,0,1,0,4,1,0.6,0.6,1,-1,2,4,400,5,47,11,288,2.460897843,1798,195,2331741,5,1
crab,4105,crab,kr@b,10,8,2,0.8,0.2,3,7,0.244444444,0.392857143,0.333333333,0.476190476,1,4,382,5,36,17,352,2.547774705,1915,121,3824989,5,1
crabby,4107,crabby,kr@bi,3,1,2,0.333333333,0.666666667,1,2,0,-1,-1,0,2,5,469,6,16,4,47,1.681241237,89,14,214907,6,2
crack,4108,crack,kr@k,18,14,4,0.777777778,0.222222222,5,13,0.163398693,0.252747253,0.4,0.269230769,1,4,431,6,62,11,1675,3.224274014,7127,1522,16639894,5,1
cracker,4109,cracker,kr@kX,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,5,428,8,26,8,294,2.469822016,609,70,2104527,6,2
craft,4113,craft,kr@ft,4,2,2,0.5,0.5,3,1,0.5,1,1,-1,1,5,436,6,20,8,289,2.462397998,5974,517,16529247,6,1
craftsman,4114,craftsman,kr@ftsmxn,1,1,0,1,0,1,0,-1,-1,-1,-1,2,9,582,10,4,3,47,1.681241237,573,24,1891788,10,1
crafty,4115,crafty,kr@fti,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,6,446,6,11,5,53,1.73239376,285,35,1034420,6,2
cram,4117,cram,kr@m,16,13,3,0.8125,0.1875,6,10,0.2,0.243589744,0.533333333,0.355555556,1,4,619,5,74,28,77,1.892094603,427,39,917616,5,1
crane,4120,crane,kren,15,12,3,0.8,0.2,7,8,0.238095238,0.287878788,0.761904762,0.321428571,1,4,403,6,68,21,1714,3.234264124,2054,199,4888961,5,1
crank,4122,crank,kr@Gk,8,5,3,0.625,0.375,6,2,0.357142857,0.6,0.666666667,0,1,5,389,6,27,13,272,2.436162647,1104,114,2185694,6,1
cranky,4123,cranky,kr@Gki,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,418,6,8,4,171,2.235528447,497,71,788346,6,2
crash,4128,crash,kr@S,13,11,2,0.846153846,0.153846154,6,7,0.243589744,0.254545455,0.533333333,0.523809524,1,4,485,6,44,9,1461,3.164947373,7522,2056,15314015,5,1
crate,4130,crate,kret,16,13,3,0.8125,0.1875,9,7,0.283333333,0.346153846,0.777777778,0.285714286,1,4,419,6,46,19,209,2.322219295,750,47,2337346,5,1
crawl,4137,crawl,krcl,9,7,2,0.777777778,0.222222222,6,3,0.194444444,0.333333333,0.4,0.333333333,1,4,417,6,48,10,614,2.788875116,1865,217,2859784,5,1
craze,4140,craze,krez,11,9,2,0.818181818,0.181818182,5,6,0.290909091,0.333333333,1,0.4,1,4,539,6,81,11,52,1.72427587,590,85,967820,5,1
crazy,4141,crazy,krezi,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,491,5,11,4,13886,4.142608436,13306,3951,23058006,6,1
cream,4143,cream,krim,12,10,2,0.833333333,0.166666667,3,9,0.257575758,0.355555556,0.333333333,0.444444444,1,4,375,6,63,12,2484,3.395326393,12932,1161,25904212,5,1
create,4146,create,kriet,3,0,3,0,1,0,3,0,-1,-1,0,2,5,619,7,8,8,1289,3.11058971,32554,5415,137075022,6,1
creator,4148,creator,krietX,2,0,2,0,1,1,1,0,-1,-1,-1,3,6,477,8,4,1,142,2.155336037,2453,457,11071241,7,2
credit,4155,credit,krEd|t,2,0,2,0,1,1,1,0,-1,-1,-1,2,6,345,7,4,3,2337,3.368844507,22884,5800,175917693,7,1
credo,4157,credo,krido,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,377,5,5,4,34,1.544068044,275,21,447449,5,1
creed,4160,creed,krid,11,9,2,0.818181818,0.181818182,3,8,0.254545455,0.333333333,1,0.392857143,1,4,429,6,50,13,129,2.113943352,850,68,3399121,5,1
creep,4162,creep,krip,11,8,3,0.727272727,0.272727273,2,9,0.254545455,0.464285714,1,0.361111111,1,4,366,6,40,11,573,2.758911892,1014,122,1812193,5,1
creepy,4163,creepy,kripi,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,365,6,14,4,568,2.755112266,898,194,1697316,6,2
creole,4169,creole,kriol,3,2,1,0.666666667,0.333333333,2,1,0.333333333,1,1,-1,2,5,491,7,6,2,55,1.748188027,681,56,2277595,6,NA
crept,4171,crept,krEpt,3,2,1,0.666666667,0.333333333,2,1,0,0,0,-1,1,5,345,5,11,4,58,1.770852012,1268,62,590578,5,1
crescent,4174,crescent,krEsNt,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,539,9,3,1,72,1.86332286,1184,107,4857264,8,1
crest,4176,crest,krEst,9,6,3,0.666666667,0.333333333,6,3,0.111111111,0.133333333,0.266666667,0,1,5,620,6,27,14,107,2.033423755,1328,152,5477034,6,1
crew,4182,crew,kru,19,10,9,0.526315789,0.473684211,11,8,0.216374269,0.377777778,0.418181818,0.392857143,1,3,423,5,94,17,2424,3.384711743,11363,2238,22459782,4,1
crib,4183,crib,krIb,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,1,4,262,5,34,9,316,2.501059262,965,118,3849386,5,1
crime,4188,crime,krYm,10,8,2,0.8,0.2,4,6,0.222222222,0.25,0.5,0.466666667,1,4,519,6,42,13,3633,3.560384923,23091,8591,40363040,5,1
crisp,4200,crisp,krIsp,2,2,0,1,0,0,2,0,0,-1,0,1,5,389,6,20,10,161,2.209515015,3739,139,3880661,6,1
critic,4203,critic,krItIk,2,0,2,0,1,0,2,0,-1,-1,0,2,6,388,7,7,2,192,2.285557309,4515,1041,4442069,7,1
critical,4204,critical,krItIkL,1,0,1,0,1,0,1,-1,-1,-1,-1,3,8,434,9,1,0,625,2.796574333,24490,3857,46136062,9,2
critter,4207,critter,krItX,2,2,0,1,0,2,0,0,0,0,-1,2,5,356,8,19,7,65,1.819543936,214,26,711841,6,1
crone,4213,crone,kron,14,9,5,0.642857143,0.357142857,6,8,0.197802198,0.277777778,0.733333333,0.25,1,4,439,6,69,27,22,1.361727836,124,16,229759,5,1
crook,4215,crook,krUk,8,6,2,0.75,0.25,3,5,0.428571429,0.666666667,0.666666667,1,1,4,337,6,26,12,289,2.462397998,711,119,1069614,5,1
croon,4217,croon,krun,11,8,3,0.727272727,0.272727273,3,8,0.272727273,0.321428571,0.666666667,0.464285714,1,4,471,6,63,10,12,1.113943352,74,3,67142,5,1
crop,4218,crop,krap,9,8,1,0.888888889,0.111111111,4,5,0.166666667,0.178571429,0.333333333,0.4,1,4,415,5,47,20,248,2.396199347,4829,463,11245815,5,1
croquet,4220,croquet,kroke,2,1,1,0.5,0.5,0,2,0,-1,-1,0,2,5,468,8,7,0,44,1.653212514,185,3,571392,5,1
croquette,4221,croquette,krokEt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,487,8,0,1,2,0.477121255,10,3,18823,5,NA
cross,4223,cross,krcs,5,4,1,0.8,0.2,1,4,0.3,0.5,-1,0.5,1,4,483,6,53,19,2807,3.448397103,22765,3248,74233408,5,1
crotch,4227,crotch,kraC,4,4,0,1,0,0,4,0.333333333,0.333333333,-1,0.333333333,1,4,415,7,33,2,140,2.149219113,621,53,1039119,5,1
crow,4233,crow,kro,14,10,4,0.714285714,0.285714286,9,5,0.351648352,0.488888889,0.777777778,0.4,1,3,338,5,95,24,227,2.357934847,1979,191,4603692,4,1
crowd,4235,crowd,krWd,8,8,0,1,0,3,5,0.178571429,0.178571429,0.333333333,0.4,1,4,470,6,30,7,1906,3.280350693,16237,2929,11409218,5,1
crown,4237,crown,krWn,10,10,0,1,0,4,6,0.2,0.2,0.5,0.4,1,4,559,6,43,15,698,2.844477176,4648,617,16651038,5,1
crude,4244,crude,krud,11,9,2,0.818181818,0.181818182,4,7,0.309090909,0.277777778,1,0.523809524,1,4,429,6,44,11,155,2.193124598,3293,643,5119510,5,1
cruel,4246,cruel,krul,11,8,3,0.727272727,0.272727273,4,7,0.272727273,0.285714286,0.666666667,0.523809524,1,4,406,6,53,6,936,2.971739591,2977,609,4183018,5,1
cruise,4248,cruise,kruz,8,6,2,0.75,0.25,1,7,0.357142857,0.4,-1,0.476190476,1,4,581,7,68,6,626,2.797267541,5266,1349,27828163,5,1
cruiser,4249,cruiser,kruzX,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,414,8,18,5,162,2.212187604,1204,65,3735652,6,2
crumb,4251,crumb,kr^m,11,9,2,0.818181818,0.181818182,5,6,0.254545455,0.277777778,0.7,0.466666667,1,4,390,6,56,6,92,1.968482949,526,79,675360,5,1
crumble,4252,crumble,kr^mbL,3,2,1,0.666666667,0.333333333,2,1,0.333333333,0,1,-1,2,7,589,8,9,8,71,1.857332496,692,73,477166,8,1
crumple,4254,crumple,kr^mpL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,7,539,8,7,5,8,0.954242509,101,6,77197,8,1
crunch,4255,crunch,kr^nC,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,353,7,6,4,179,2.255272505,1798,331,1794967,6,1
crush,4257,crush,kr^S,7,6,1,0.857142857,0.142857143,3,4,0.238095238,0.2,1,0.333333333,1,4,439,6,35,9,857,2.933487288,2255,354,3577655,5,1
crust,4258,crust,kr^st,5,4,1,0.8,0.2,5,0,0.4,0.333333333,0.4,-1,1,5,470,6,21,10,166,2.222716471,2591,104,2267452,6,1
cry,4263,cry,krY,10,7,3,0.7,0.3,6,4,0.377777778,0.523809524,1,0.333333333,1,3,382,4,52,19,3348,3.524915148,8936,1708,11631614,4,1
cryptic,4265,cryptic,krIptIk,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,7,479,6,3,0,53,1.73239376,489,34,795088,6,2
cub,4270,cub,k^b,18,17,1,0.944444444,0.055555556,12,6,0.300653595,0.338235294,0.46969697,1,1,3,346,4,58,26,107,2.033423755,719,119,2239911,4,1
cube,4272,cube,kyub,2,1,1,0.5,0.5,0,2,1,-1,-1,1,1,4,379,5,30,20,152,2.184691431,1245,95,7203665,5,1
cubic,4273,cubic,kyubIk,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,478,6,11,5,44,1.653212514,1708,40,5775965,7,2
cubicle,4274,cubicle,kyubIkL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,8,523,8,3,3,131,2.120573931,556,47,679227,9,1
cuddle,4279,cuddle,k^dL,10,9,1,0.9,0.1,7,3,0.222222222,0.277777778,0.428571429,0.333333333,2,5,275,7,28,7,110,2.045322979,234,23,531391,6,1
cue,4281,cue,kyu,12,7,5,0.583333333,0.416666667,9,3,0.303030303,0.523809524,0.444444444,0.333333333,1,3,284,4,61,36,397,2.599883072,1974,204,3812461,4,1
cuff,4282,cuff,k^f,16,16,0,1,0,10,6,0.325,0.325,0.533333333,1,1,3,389,5,64,14,291,2.465382851,1339,99,2625819,4,1
cull,4285,cull,k^l,24,21,3,0.875,0.125,16,8,0.246376812,0.314285714,0.425,0.607142857,1,3,320,5,138,24,4,0.698970004,135,9,451434,4,1
cult,4290,cult,k^lt,7,4,3,0.571428571,0.428571429,4,3,0.238095238,0.5,0.5,0.666666667,1,4,599,5,38,14,227,2.357934847,2689,628,6369223,5,1
culture,4294,culture,k^lCX,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,452,8,12,3,711,2.852479994,35835,3703,68608026,6,1
cunning,4302,cunning,k^nIG,3,3,0,1,0,3,0,0.333333333,0.333333333,0.333333333,-1,2,5,355,8,22,7,207,2.318063335,578,53,979573,6,1
cup,4303,cup,k^p,18,15,3,0.833333333,0.166666667,10,8,0.254901961,0.352380952,0.533333333,0.535714286,1,3,186,4,76,22,2634,3.42078062,33206,1183,45039410,4,1
cupboard,4304,cupboard,k^bXd,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,377,9,6,1,127,2.10720997,648,24,1119123,6,1
curb,4313,curb,kRb,12,11,1,0.916666667,0.083333333,5,7,0.378787879,0.345454545,0.4,1,1,3,495,5,58,9,209,2.322219295,2718,279,3509520,4,1
curd,4314,curd,kRd,19,17,2,0.894736842,0.105263158,11,8,0.269005848,0.294117647,0.454545455,0.75,1,3,383,4,79,15,22,1.361727836,201,18,285733,4,1
cure,4316,cure,kyUr,1,1,0,1,0,1,0,-1,-1,-1,-1,1,4,353,5,11,25,1063,3.026941628,4535,1068,10047578,5,1
curious,4321,curious,kyUrixs,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,7,513,8,4,2,1337,3.126456113,6250,1563,8460088,8,1
curl,4323,curl,kRl,23,20,3,0.869565217,0.130434783,15,8,0.28458498,0.321052632,0.485714286,0.75,1,3,334,5,127,15,120,2.08278537,1319,80,3659627,4,1
curry,4329,curry,kRi,14,10,4,0.714285714,0.285714286,5,9,0.318681319,0.466666667,0.7,0.611111111,2,3,409,6,106,18,124,2.096910013,2144,319,4030691,4,2
curse,4330,curse,kRs,16,14,2,0.875,0.125,9,7,0.308333333,0.340659341,0.444444444,1,1,3,519,6,88,16,929,2.968482949,2146,237,3982181,4,1
cursory,4332,cursory,kRsXi,1,1,0,1,0,1,0,-1,-1,-1,-1,3,5,475,7,6,1,15,1.204119983,382,27,344525,5,2
curt,4333,curt,kRt,26,21,5,0.807692308,0.192307692,17,9,0.221538462,0.304761905,0.367647059,0.611111111,1,3,303,5,99,19,136,2.136720567,1162,120,1581069,4,1
curtain,4335,curtain,kRtN,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,5,359,8,41,4,525,2.720985744,2749,325,4828203,6,1
curve,4338,curve,kRv,13,12,1,0.923076923,0.076923077,6,7,0.346153846,0.318181818,0.4,1,1,3,468,6,52,10,235,2.372912003,3929,424,11071742,4,1
cushion,4340,cushion,kUS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,402,8,10,2,110,2.045322979,1320,127,3556775,6,1
custard,4343,custard,k^stXd,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,497,5,7,2,64,1.812913357,528,17,742881,6,1
custom,4346,custom,k^stxm,2,0,2,0,1,1,1,0,-1,-1,-1,2,6,502,7,3,1,316,2.501059262,4614,230,66595625,7,1
customer,4349,customer,k^stxmX,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,501,9,5,1,775,2.889861721,7186,945,184407639,8,1
cut,4351,cut,k^t,25,23,2,0.92,0.08,17,8,0.266666667,0.312252964,0.470588235,0.571428571,1,3,315,4,105,27,11718,4.068890554,56677,11630,61343865,4,1
cute,4354,cute,kyut,6,3,3,0.5,0.5,4,2,0.133333333,0.333333333,0.166666667,1,1,4,429,5,38,21,4475,3.650890078,4219,1435,17923044,5,1
cutter,4359,cutter,k^tX,12,9,3,0.75,0.25,9,3,0.257575758,0.333333333,0.444444444,0.333333333,2,4,350,7,51,19,239,2.380211242,1975,122,4273722,5,2
