lower,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
scuttle,15315,scuttle,sk^tL,2,1,1,1,1,scuttle,2,6,548,8,5,3,41,192,31,186519,7,1
wheat,18921,wheat,hwit,9,8,1,3,6,wheat,1,3,359,6,97,6,293,4356,332,8685589,4,1
stud,16518,stud,st^d,12,11,1,2,10,stud,1,4,399,5,43,11,354,715,52,9482020,5,1
bottle,2086,bottle,batL,8,7,1,5,3,bottle,2,5,420,7,35,10,2588,9485,882,17717296,6,1
praise,13444,praise,prez,11,7,4,7,4,praise,1,4,509,7,53,7,482,4168,587,8892678,5,1
trend,17682,trend,trEnd,5,2,3,3,2,trend,1,5,482,6,11,8,106,8761,1285,15747246,6,1
pert,12805,pert,pRt,23,21,2,17,6,pert,1,3,278,5,77,30,25,151,6,459016,4,1
fatty,6264,fatty,f@ti,7,6,1,4,3,fatty,2,4,499,5,33,11,260,1498,97,5363547,5,2
sub,16552,sub,s^b,17,15,2,11,6,sub,1,3,398,4,44,31,390,3923,333,47600191,4,1
mental,10695,mental,mEntL,7,5,2,6,1,mental,2,6,559,7,15,6,1002,18162,1864,35679901,7,1
cross,4223,cross,krcs,5,4,1,1,4,cross,1,4,483,6,53,19,2807,22765,3248,74233408,5,1
tidal,17343,tidal,tYdL,6,4,2,3,3,tidal,2,5,334,4,20,3,53,1144,123,2268649,4,2
wedge,18880,wedge,wEJ,12,11,1,6,6,wedge,1,3,465,6,34,11,119,1762,173,3163416,4,1
cheer,3007,cheer,CIr,27,25,2,20,7,cheer,1,3,433,6,65,11,953,2030,372,3649712,4,1
naval,11425,naval,nevL,5,4,1,1,4,naval,2,5,459,5,12,10,292,3333,683,8091902,5,2
soap,15917,soap,sop,21,17,4,16,5,soap,1,3,400,5,63,12,775,3324,513,12486613,4,1
tire,17401,tire,tYr,26,22,4,16,10,tire,2,3,314,5,88,31,631,3489,492,9193048,4,1
spree,16186,spree,spri,5,3,2,3,2,spree,1,4,483,6,26,4,109,717,251,1218040,5,1
tract,17561,tract,tr@kt,5,1,4,3,2,tract,1,5,465,6,24,12,73,1741,69,5897046,6,1
defense,4577,defense,dxfEns,2,1,1,1,1,defense,2,6,592,8,1,3,1665,36649,12893,37819960,7,1
shop,15597,shop,Sap,16,15,1,12,4,shop,1,3,384,5,96,20,2731,15046,1834,212807264,4,1
waist,18758,waist,west,8,7,1,7,1,waist,1,4,512,6,36,13,262,4094,294,5013500,5,1
papery,12368,papery,pepXi,2,1,1,1,1,papery,3,5,425,6,5,2,4,113,0,50159,5,2
cruel,4246,cruel,krul,11,8,3,4,7,cruel,1,4,406,6,53,6,936,2977,609,4183018,5,1
swore,16836,swore,swor,11,5,6,6,5,swore,1,4,569,5,25,12,446,1208,135,668969,5,1
hair,7577,hair,hEr,24,22,2,18,6,hair,1,3,418,5,125,28,7831,41994,4206,60061957,4,1
hoarse,7940,hoarse,hors,11,9,2,5,6,hoarse,1,4,465,7,43,4,25,486,34,245236,5,1
dealt,4483,dealt,dElt,17,12,5,10,7,dealt,1,4,401,5,42,5,379,4261,1284,6176237,5,1
grand,7345,grand,gr@nd,7,5,2,5,2,grand,1,5,397,6,29,19,3214,16344,2944,56600270,6,1
skimp,15756,skimp,skImp,4,1,3,2,2,skimp,1,5,451,6,9,6,13,113,7,108535,6,1
obey,11786,obey,obe,6,5,1,3,3,obey,2,3,431,5,26,13,456,1516,367,2820117,4,1
dial,4846,dial,dYl,26,24,2,18,8,dial,1,3,330,5,108,19,452,2454,323,16718282,4,1
doom,5190,doom,dum,24,22,2,14,10,doom,1,3,458,5,77,11,286,1191,203,6067656,4,1
leery,9769,leery,lIri,10,7,3,7,3,leery,2,4,439,5,86,9,162,311,50,169484,5,1
sully,16665,sully,s^li,8,7,1,7,1,sully,2,4,419,6,52,13,192,365,62,458846,5,1
bunch,2313,bunch,b^nC,8,6,2,6,2,bunch,1,4,353,6,28,13,3003,7631,2625,10355431,5,1
alight,487,alight,xlYt,16,14,2,7,9,alight,2,4,459,5,22,6,21,183,6,264372,4,1
alley,519,alley,@li,22,13,9,16,6,alley,2,3,340,6,118,30,831,3316,349,4541475,4,1
banner,1508,banner,b@nX,10,8,2,4,6,banner,2,4,382,7,53,22,302,1872,294,19201681,5,2
vie,18540,vie,vY,25,18,7,17,8,vie,1,2,308,4,105,48,110,616,43,2473789,3,1
less,9831,less,lEs,24,19,5,14,10,less,1,3,441,5,101,36,5666,95390,13166,145437505,4,1
sense,15415,sense,sEns,13,11,2,7,6,sense,1,4,480,6,39,13,6722,61151,15737,52634107,5,1
roast,14878,roast,rost,12,11,1,11,1,roast,1,4,480,6,44,9,499,2497,148,3205415,5,1
psyche,13888,Psyche,sYki,3,2,1,2,1,psyche,2,4,426,7,21,4,140,1346,153,1166306,5,1
tallow,16945,tallow,t@lo,10,8,2,8,2,tallow,2,4,402,6,31,11,5,138,0,239819,4,1
taps,16987,taps,t@ps,7,4,3,5,2,taps,1,4,446,5,42,29,130,994,111,2690265,5,2
lance,9629,lance,l@ns,10,7,3,5,5,lance,1,4,485,6,41,16,554,2948,617,5509957,5,1
jig,9330,jig,JIg,17,15,2,10,7,jig,1,3,375,4,47,24,87,537,19,1393707,4,1
tab,16899,tab,t@b,17,15,2,9,8,tab,1,3,406,4,59,38,294,1508,268,18990893,4,1
lanky,9649,lanky,l@Gki,4,2,2,2,2,lanky,2,5,475,5,17,9,22,480,8,148174,5,1
dutch,5381,dutch,d^C,15,14,1,5,10,dutch,1,3,356,6,63,12,761,4651,354,19001677,4,
rental,14582,rental,rEntL,7,6,1,6,1,rental,2,6,427,7,14,8,246,2582,244,71014742,7,2
both,2084,both,boT,13,11,2,5,8,both,1,3,471,5,64,29,15062,161751,29164,228653057,3,1
garb,6997,garb,garb,4,2,2,1,3,garb,1,4,394,5,28,26,16,469,37,614648,5,1
era,5810,era,Irx,4,2,2,2,2,era,2,3,553,4,90,46,291,15338,1872,16943185,4,1
scar,15209,scar,skar,10,8,2,3,7,scar,1,4,502,5,37,21,432,1615,168,2045269,5,1
ash,1111,ash,@S,17,6,11,10,7,ash,1,2,439,4,59,33,469,3155,250,8948202,3,1
shape,15530,shape,Sep,16,15,1,10,6,shape,1,3,382,6,60,19,1542,17600,2304,25676543,4,1
altar,562,altar,cltX,5,1,4,4,1,altar,2,4,469,6,21,13,259,2233,171,2628192,5,1
smell,15854,smell,smEl,7,4,3,3,4,smell,1,4,457,6,29,14,4240,10062,1097,6642666,5,1
buffer,2281,buffer,b^fX,4,3,1,2,2,buffer,2,4,397,7,29,10,85,1218,94,15904074,5,1
name,11365,name,nem,16,14,2,12,4,name,1,3,483,5,57,20,32735,67418,14891,464548432,4,1
spite,16138,spite,spYt,15,12,3,3,12,spite,1,4,559,6,26,12,388,4079,518,4495204,5,1
cowl,4094,cowl,kWl,18,15,3,15,3,cowl,1,3,383,5,89,15,5,111,4,368295,4,1
idle,8251,idle,YdL,5,3,2,3,2,idle,2,4,529,5,40,12,141,1528,226,5922650,5,1
cane,2534,cane,ken,33,30,3,24,9,cane,1,3,383,5,192,47,425,2584,181,3494916,4,1
grind,7423,grind,grYnd,4,2,2,3,1,grind,1,5,619,6,17,10,190,1349,167,2482513,6,1
rug,14979,rug,r^g,22,20,2,15,7,rug,1,3,329,4,63,34,531,1956,268,6760586,4,1
harp,7668,harp,harp,10,8,2,2,8,harp,1,4,301,5,44,30,134,615,83,2550236,5,1
tackle,16921,tackle,t@kL,12,10,2,5,7,tackle,2,5,394,7,25,6,219,4242,444,6445868,6,1
answer,778,answer,@nsX,3,1,2,2,1,answer,2,4,401,7,22,1,8986,38425,12425,64651553,5,1
freak,6780,freak,frik,7,5,2,4,3,freak,1,4,526,6,51,10,1874,1579,277,3921675,5,1
breathe,2172,breathe,briD,6,5,1,1,5,breathe,1,4,440,8,24,7,2474,4128,639,3935994,5,1
drive,5283,drive,drYv,9,5,4,5,4,drive,1,4,437,6,14,7,7810,31375,4433,107811067,5,1
oral,11989,oral,orL,8,5,3,5,3,oral,2,4,394,5,61,19,220,5904,617,41947791,5,2
supper,16719,supper,s^pX,7,4,3,2,5,supper,2,4,497,7,24,8,988,2325,104,2709558,5,2
skill,15753,skill,skIl,15,13,2,5,10,skill,1,4,413,6,31,9,404,8560,494,15837826,5,1
met,10741,met,mEt,26,23,3,19,7,met,1,3,593,4,93,46,9758,33185,7994,42236918,4,1
squash,16220,squash,skwaS,5,3,2,2,3,squash,1,5,612,7,5,2,223,2311,103,3985349,6,1
elate,5508,elate,xlet,11,9,2,5,6,elate,2,4,459,6,16,16,0,7,0,22189,5,1
rehearsal,14499,rehearsal,rIhRsL,2,1,1,1,1,rehearsal,3,7,554,10,3,1,635,2022,274,2092470,8,2
mystery,11339,mystery,mIstXi,4,2,2,2,2,mystery,3,6,520,7,9,2,1171,7441,1772,19281540,7,1
pad,12252,pad,p@d,26,22,4,15,11,pad,1,3,390,4,58,37,415,3190,308,13169064,4,1
yen,19261,yen,yEn,20,19,1,17,3,yen,1,3,609,4,87,38,312,1013,171,5796042,4,1
box,2118,box,baks,5,3,2,4,1,box,1,4,429,4,83,32,4577,26697,2764,169242820,5,1
dune,5358,dune,dun,27,26,1,18,9,dune,1,3,408,5,113,29,51,476,20,1927380,4,1
west,18906,west,wEst,19,17,2,14,5,west,1,4,451,5,54,34,3088,48401,8756,173357267,5,1
bare,1540,bare,bEr,26,21,5,18,8,bare,1,3,366,5,143,56,425,6166,368,8547495,4,1
bash,1578,bash,b@S,24,21,3,14,10,bash,1,3,439,5,76,37,167,916,357,4726953,4,1
lazy,9732,lazy,lezi,7,6,1,4,3,lazy,2,4,524,4,40,8,591,2136,288,5814660,5,1
nimble,11567,nimble,nImbL,3,2,1,2,1,nimble,2,6,539,6,9,3,30,483,30,412639,6,1
swig,16819,swig,swIg,10,9,1,3,7,swig,1,4,449,5,23,9,48,313,9,377915,5,1
text,17185,text,tEkst,2,1,1,1,1,text,1,5,446,5,15,10,267,16376,945,208792303,6,1
witch,19097,witch,wIC,20,15,5,11,9,witch,1,3,389,6,79,23,1410,2019,387,6673262,4,1
troop,17761,troop,trup,10,9,1,3,7,troop,1,4,373,6,44,9,296,2428,651,2613768,5,1
door,5192,door,doX,13,10,3,2,11,door,1,3,338,5,138,21,14895,61644,6657,56642825,4,1
joggle,9356,joggle,JagL,5,4,1,3,2,joggle,2,5,462,5,11,7,1,2,0,19415,4,1
clutter,3339,clutter,kl^tX,4,2,2,3,1,clutter,2,5,455,8,15,5,48,864,82,3650519,6,1
rank,14222,rank,r@Gk,20,10,10,16,4,rank,1,4,373,5,57,36,433,5078,457,36409068,5,1
role,14899,role,rol,34,30,4,21,13,role,1,3,324,5,179,42,929,50196,8122,73689562,4,1
chair,2901,chair,CEr,20,18,2,17,3,chair,1,3,429,6,94,12,2511,19652,1787,40765136,4,1
sue,16633,sue,su,34,26,8,20,14,sue,1,2,449,4,169,50,1498,4685,1247,11090997,3,1
that,17196,that,D@t,14,13,1,13,1,that,1,3,518,5,36,18,719677,3326809,1186240,3400063273,4,1
black,1878,black,bl@k,10,7,3,6,4,black,1,4,469,6,50,15,8565,102441,14607,244730556,5,1
chit,3083,chit,CIt,22,21,1,16,6,chit,1,3,290,5,50,17,14,114,9,1852791,4,1
gig,7156,gig,gIg,12,11,1,8,4,gig,1,3,267,4,39,20,571,1289,216,6050760,4,1
hung,8129,hung,h^G,18,17,1,8,10,hung,1,3,479,5,50,29,1436,8751,734,8543618,4,1
reap,14314,reap,rip,27,25,2,16,11,reap,1,3,442,5,112,22,132,834,83,1793273,4,1
toll,17450,toll,tol,33,29,4,24,9,toll,1,3,405,5,127,34,171,4038,1091,28852512,4,1
trio,17728,trio,trio,4,2,2,1,3,trio,2,4,439,5,16,10,66,1980,187,7204459,5,1
death,4487,death,dET,10,9,1,1,9,death,1,3,359,6,41,8,11051,53623,14059,83226647,4,1
drowse,5305,drowse,drWz,7,4,3,4,3,drowse,1,4,477,7,26,6,3,13,1,15193,5,1
conch,3634,conch,kaGk,4,1,3,1,3,conch,1,4,428,6,29,6,20,315,22,379190,5,1
send,15407,send,sEnd,18,13,5,13,5,send,1,4,526,5,46,27,9169,21808,6821,274117675,5,1
snivel,15903,snivel,snIvL,3,2,1,2,1,snivel,2,6,484,7,3,2,5,9,1,18854,7,1
while,18953,while,hwYl,8,5,3,2,6,while,1,4,434,6,20,13,17821,166569,20173,226203589,5,1
book,2051,book,bUk,18,17,1,16,2,book,1,3,329,5,70,31,9026,67743,19088,330969639,4,1
boulder,2092,boulder,boldX,5,3,2,3,2,boulder,2,5,495,8,32,8,106,3563,397,6562262,6,1
rend,14569,rend,rEnd,19,13,6,14,5,rend,1,4,384,5,50,32,16,70,6,277271,5,1
about,63,about,xbWt,4,3,1,1,3,about,2,4,464,6,9,6,185206,693701,249031,1226763335,5,1
curry,4329,curry,kRi,14,10,4,5,9,curry,2,3,409,6,106,18,124,2144,319,4030691,4,2
stray,16456,stray,stre,10,4,6,4,6,stray,1,4,523,6,20,10,272,1494,138,1807545,5,1
civil,3219,civil,sIvL,7,4,3,3,4,civil,2,5,519,6,24,1,813,24939,6213,49496163,6,1
pierce,12979,pierce,pIrs,4,3,1,2,2,pierce,1,4,479,7,24,12,1313,2196,269,5947276,5,1
blame,1888,blame,blem,7,6,1,3,4,blame,1,4,539,6,37,14,2998,9891,3386,8171067,5,1
nerve,11503,nerve,nRv,6,5,1,5,1,nerve,1,3,419,6,27,8,1171,4198,612,6567853,4,1
latter,9699,latter,l@tX,21,17,4,15,6,latter,2,4,359,7,58,29,64,8057,285,14044005,5,1
tamp,16957,tamp,t@mp,11,6,5,8,3,tamp,1,4,386,5,35,23,3,111,29,95517,5,1
gene,7063,gene,Jin,17,14,3,13,4,gene,1,3,431,5,120,25,743,7341,1702,34268022,4,1
what,18916,what,hwat,7,5,2,3,4,what,1,3,321,5,61,19,501965,755309,320102,812428199,4,1
loss,10126,loss,lcs,19,15,4,13,6,loss,1,3,551,5,87,47,1485,25339,3574,83019752,4,1
amend,618,amend,xmEnd,8,5,3,7,1,amend,2,5,675,6,10,8,38,597,114,7806844,6,1
hire,7921,hire,hYr,18,16,2,13,5,hire,2,3,441,5,110,35,1302,5588,1410,36746174,4,1
odd,11865,odd,ad,15,5,10,13,2,odd,1,2,349,4,72,16,1226,7882,1390,11877432,3,1
bride,2186,bride,brYd,15,12,3,4,11,bride,1,4,332,6,40,15,1235,2756,452,8650865,5,1
sad,15057,sad,s@d,25,21,4,15,10,sad,1,3,460,4,82,45,3232,9390,2701,13017058,4,1
chance,2919,chance,C@ns,9,7,2,4,5,chance,1,4,538,7,25,11,12303,33018,9747,43463277,5,1
teal,17033,teal,til,30,27,3,23,7,teal,1,3,352,5,150,32,26,511,23,1803669,4,1
gleam,7203,gleam,glim,6,4,2,1,5,gleam,1,4,539,6,15,6,50,555,16,364549,5,1
thyme,17332,thyme,tYm,21,19,2,11,10,thyme,1,3,348,5,32,3,10,1733,55,1007823,3,1
might,10810,might,mYt,28,24,4,19,9,might,1,3,387,6,81,12,26334,132329,27148,123202464,4,1
celery,2819,celery,sElXi,2,1,1,1,1,celery,3,5,569,6,17,0,95,1682,85,1256388,5,1
chaser,2974,chaser,CesX,5,4,1,1,4,chaser,2,4,454,7,17,9,66,209,48,1668181,5,2
fleece,6525,fleece,flis,4,2,2,1,3,fleece,1,4,484,7,26,4,59,638,44,5951007,5,1
season,15327,season,sizN,3,2,1,1,2,season,2,5,474,7,24,11,1605,48653,4726,76447399,6,1
noon,11656,noon,nun,19,18,1,13,6,noon,1,3,403,5,63,19,924,6211,1344,9918712,4,1
swipe,16825,swipe,swYp,6,5,1,2,4,swipe,1,4,457,6,18,11,82,479,59,528509,5,1
scum,15308,scum,sk^m,9,6,3,5,4,scum,1,4,574,5,22,10,505,399,60,961366,5,1
chart,2968,chart,Cart,12,9,3,7,5,chart,1,4,379,6,32,13,483,5701,424,35031298,5,1
past,12508,past,p@st,17,13,4,9,8,past,1,4,442,5,49,34,6312,83633,15281,105631069,5,1
tile,17357,tile,tYl,29,26,3,20,9,tile,1,3,407,5,111,32,108,1617,68,8516834,4,1
wood,19142,wood,wUd,15,13,2,11,4,wood,1,3,289,5,30,17,1377,17037,1029,51133768,4,1
boron,2072,boron,boran,2,1,1,1,1,boron,2,5,728,5,15,19,8,122,3,865654,4,1
void,18673,void,vOd,4,2,2,2,2,void,1,3,461,5,18,6,209,1839,206,32492676,4,1
brick,2184,brick,brIk,13,10,3,4,9,brick,1,4,334,6,74,22,519,4497,295,8095470,5,1
glass,7200,glass,gl@s,7,4,3,4,3,glass,1,4,511,6,30,12,3096,24721,1598,63565118,5,1
spew,16103,spew,spyu,3,1,2,2,1,spew,1,4,549,5,7,12,24,203,26,337669,5,1
last,9683,last,l@st,14,12,2,12,2,last,1,4,502,5,51,33,36878,193855,52414,417620476,5,1
link,9967,link,lIGk,17,10,7,14,3,link,1,4,330,5,58,41,609,9673,1333,240412757,5,1
home,7971,home,hom,20,18,2,13,7,home,1,3,372,5,92,32,39491,152652,32906,1276874048,4,1
minute,10889,minute,mIn|t,4,3,1,3,1,minute,2,5,494,7,4,2,19252,26841,8141,41062743,4,1
wealth,18859,wealth,wElT,6,5,1,1,5,wealth,1,4,521,7,26,4,324,8451,1231,14325239,5,1
tabby,16900,tabby,t@bi,10,8,2,5,5,tabby,2,4,378,5,42,6,37,200,11,504455,4,2
mayor,10586,mayor,meX,12,10,2,2,10,mayor,2,3,464,6,108,9,1595,14663,5657,15031138,4,1
an,669,an,@n,22,11,11,14,8,an,1,2,393,3,109,75,95071,827024,153847,1518266684,3,1
buck,2265,buck,b^k,29,26,3,16,13,buck,1,3,346,5,115,33,1721,4894,585,6670099,4,1
study,16523,study,st^di,6,4,2,2,4,study,2,5,549,6,18,5,2501,90030,5262,152983170,6,1
went,18902,went,wEnt,19,17,2,11,8,went,1,4,393,5,51,33,20987,97425,30047,68134843,5,1
fetch,6351,fetch,fEC,9,8,1,4,5,fetch,1,3,488,6,38,8,559,1278,55,2898830,4,1
gear,7048,gear,gIr,21,20,1,18,3,gear,1,3,482,5,82,30,816,7489,646,44575901,4,1
cool,3917,cool,kul,22,18,4,17,5,cool,1,3,359,5,138,20,9990,20803,3155,56494542,4,1
crane,4120,crane,kren,15,12,3,7,8,crane,1,4,403,6,68,21,1714,2054,199,4888961,5,1
whip,18964,whip,hwIp,10,9,1,2,8,whip,1,3,279,5,87,16,671,2432,569,3424153,4,1
leaves,9760,leaves,livz,8,5,3,6,2,leaves,1,4,432,6,61,14,2316,19817,1859,22612896,4,1
vain,18279,vain,ven,19,18,1,15,4,vain,1,3,375,5,102,26,332,1465,183,2406302,4,1
call,2463,call,kcl,26,23,3,21,5,call,1,3,357,5,145,40,43931,81621,25832,199619947,4,1
slug,15836,slug,sl^g,10,9,1,4,6,slug,1,4,518,5,19,13,253,711,55,1663224,5,1
good,7288,good,gUd,12,10,2,10,2,good,1,3,284,5,28,23,133117,236132,85425,365822878,4,1
loaf,10047,loaf,lof,16,14,2,6,10,loaf,1,3,425,5,51,7,228,1330,112,1599779,4,1
lucky,10162,lucky,l^ki,3,1,2,2,1,lucky,2,4,390,6,51,13,7316,9931,2350,14060796,5,2
pincer,13013,pincer,pInCX,3,1,2,2,1,pincer,2,5,465,7,9,10,13,62,8,56963,6,
bass,1588,bass,b@s,23,18,5,10,13,bass,1,3,448,5,101,52,385,6084,487,26256986,4,1
reside,14658,reside,rIzYd,3,1,2,1,2,reside,2,5,582,7,6,8,56,1094,57,2799223,6,2
rebel,14321,rebel,rEbL,7,6,1,5,2,rebel,2,5,370,6,44,21,273,2753,701,6534099,6,1
from,6826,from,fr^m,5,4,1,4,1,from,1,4,486,5,32,15,103992,1043919,200634,2275621616,5,1
babe,1408,babe,beb,13,10,3,2,11,babe,1,3,339,5,66,34,1814,1492,242,22492726,4,1
grass,7370,grass,gr@s,13,10,3,5,8,grass,1,4,497,6,48,21,856,10708,652,12868953,5,1
gout,7321,gout,gWt,17,16,1,15,2,gout,1,3,240,5,39,17,71,160,7,744794,4,1
deal,4480,deal,dil,29,24,5,22,7,deal,1,3,439,5,159,37,13330,49762,18165,63831872,4,1
the,17199,the,Dx,7,6,1,2,5,the,1,2,349,4,32,30,1501908,13780893,2694449,23135851162,3,1
appoint,918,appoint,xpOnt,3,1,2,2,1,appoint,2,5,573,8,8,1,104,1052,416,3696615,6,1
grace,7328,grace,gres,16,14,2,4,12,grace,1,4,507,6,55,29,2157,9873,1300,17646408,5,1
panther,12354,panther,p@nTX,3,2,1,1,2,panther,2,5,488,8,8,3,131,694,108,3557196,6,1
ideal,8232,ideal,Ydil,3,1,2,1,2,ideal,2,4,503,6,17,4,374,8795,598,26049328,5,1
french,6792,french,frEnC,4,3,1,3,1,french,1,5,529,7,11,5,3541,24999,3381,81398445,6,
channel,2929,channel,C@nL,6,5,1,1,5,channel,2,5,442,8,23,5,1245,8967,1355,67360048,6,1
father,6260,father,faDX,6,5,1,5,1,father,2,4,418,7,15,14,28279,80659,15116,48581480,5,1
grief,7413,grief,grif,11,10,1,2,9,grief,1,4,509,5,41,11,552,4197,736,4552843,4,1
moat,10984,moat,mot,31,23,8,20,11,moat,1,3,559,5,77,22,60,287,25,590890,4,1
mother,11186,mother,m^DX,4,2,2,2,2,mother,2,4,569,7,21,12,24476,90785,16011,57436148,5,1
matriarchal,10550,matriarchal,metriarkL,3,2,1,1,2,matriarchal,4,10,635,10,1,1,1,57,2,59197,9,2
verse,18456,verse,vRs,15,12,3,10,5,verse,1,3,461,6,44,15,238,1818,173,7470005,4,1
shallow,15522,shallow,S@lo,12,10,2,7,5,shallow,2,4,472,8,30,4,301,4158,231,4834372,5,1
smote,15872,smote,smot,6,5,1,3,3,smote,1,4,503,5,12,3,13,41,1,279526,4,1
lace,9579,lace,les,29,25,4,18,11,lace,1,3,475,5,89,37,189,1851,120,7439814,4,1
throne,17310,throne,Tron,8,6,2,5,3,throne,1,4,429,7,23,8,441,1680,216,3392820,5,1
daily,4403,daily,deli,9,8,1,7,2,daily,2,4,442,5,86,12,797,24139,2921,105841570,5,1
sold,15953,sold,sold,15,12,3,10,5,sold,1,4,579,5,53,25,2655,18763,3095,42980371,5,1
stead,16317,stead,stEd,11,9,2,3,8,stead,1,4,559,6,41,9,54,302,27,724786,5,1
sought,16021,sought,sct,24,19,5,18,6,sought,1,3,456,4,64,7,240,10896,813,12399522,4,1
left,9773,left,lEft,11,8,3,7,4,left,1,4,380,5,24,14,24707,112127,19989,171759371,5,1
ripple,14849,ripple,rIpL,7,4,3,4,3,ripple,2,5,312,7,38,14,77,906,122,1198877,6,1
though,17286,though,Do,20,18,2,14,6,though,1,2,348,7,105,6,9279,103600,20689,91910181,3,1
off,11875,off,cf,12,7,5,4,8,off,1,2,374,4,56,14,60155,190390,39513,284052274,3,1
oppose,11968,oppose,xpoz,3,1,2,2,1,oppose,2,4,637,7,7,2,110,3213,1036,3653137,5,1
wrinkle,19202,wrinkle,rIGkL,5,3,2,4,1,wrinkle,2,6,517,8,25,4,96,675,86,1551149,7,1
reef,14425,reef,rif,22,19,3,11,11,reef,1,3,393,5,104,20,204,1612,132,6627391,4,1
rid,14807,rid,rId,29,25,4,16,13,rid,1,3,331,4,98,36,3052,6152,2415,7893552,4,1
clause,3259,clause,klcz,4,2,2,1,3,clause,1,4,639,7,35,11,143,2642,288,13906621,5,1
war,18791,war,wor,29,20,9,19,10,war,1,3,379,4,121,46,8912,104024,32913,126526108,4,1
bounce,2094,bounce,bWns,4,3,1,3,1,bounce,1,4,418,7,14,10,502,1905,460,4384896,5,1
leaven,9759,leaven,lEvxn,7,5,2,6,1,leaven,2,5,393,7,39,10,0,34,2,139841,6,1
cod,3381,cod,kad,27,22,5,17,10,cod,1,3,375,4,100,40,114,1378,174,10428610,4,1
upper,18179,upper,^pX,5,3,2,4,1,upper,2,3,375,6,23,6,616,12945,1104,38343284,4,1
sigh,15663,sigh,sY,35,24,11,17,18,sigh,1,2,549,5,145,12,173,2674,154,3177268,3,1
fog,6612,fog,fcg,10,9,1,7,3,fog,1,3,518,4,51,30,482,3065,233,6897025,4,1
brook,2238,brook,brUk,6,4,2,3,3,brook,1,4,259,6,30,10,104,1464,121,6044943,5,1
sailor,15077,sailor,selX,8,7,1,4,4,sailor,2,4,569,7,81,9,632,1297,195,4759495,5,2
trig,17716,trig,trIg,9,7,2,4,5,trig,1,4,378,5,28,14,39,91,26,591988,5,1
addition,229,addition,xdIS|n,5,2,3,4,1,addition,3,6,503,9,5,3,395,27926,2101,73434482,7,2
booths,2061,booths,buDz,2,1,1,1,1,booths,1,4,466,6,11,4,57,839,73,1584453,4,2
plaque,13106,plaque,pl@k,12,9,3,6,6,plaque,1,4,375,7,35,3,106,1211,82,3850588,5,1
tribal,17693,tribal,trYbL,5,3,2,2,3,tribal,2,6,404,7,9,2,95,4923,494,8463131,7,2
toil,17439,toil,tOl,15,13,2,14,1,toil,1,3,479,5,57,14,51,357,25,610151,4,1
earn,5411,earn,Rn,15,9,6,11,4,earn,1,2,311,5,96,24,783,6099,836,20305486,3,1
cue,4281,cue,kyu,12,7,5,9,3,cue,1,3,284,4,61,36,397,1974,204,3812461,4,1
snail,15883,snail,snel,5,3,2,4,1,snail,1,4,495,6,18,5,90,546,26,1580640,5,1
ditch,5097,ditch,dIC,16,15,1,8,8,ditch,1,3,401,6,68,13,401,1792,237,2374035,4,1
hog,7953,hog,hcg,9,8,1,6,3,hog,1,3,377,4,77,39,261,1056,102,2271973,4,1
moody,11115,moody,mudi,3,2,1,1,2,moody,2,4,445,6,45,14,115,1533,235,3776452,5,2
shoe,15593,shoe,Su,25,22,3,19,6,shoe,1,2,470,5,157,19,1550,4357,799,16344743,3,1
ballot,1473,ballot,b@l|t,6,5,1,5,1,ballot,2,5,555,7,25,9,69,3649,1444,6136404,6,1
tonal,17462,tonal,tonL,5,3,2,3,2,tonal,2,5,469,6,9,4,3,431,14,707113,4,2
flier,6538,flier,flYX,6,4,2,2,4,flier,2,4,482,6,34,10,109,533,82,542812,5,2
merge,10715,merge,mRJ,11,7,4,7,4,merge,1,3,440,6,48,15,71,983,122,5962129,4,1
hide,7886,hide,hYd,21,19,2,15,6,hide,1,3,374,5,104,33,3554,7788,1521,27160697,4,1
lap,9654,lap,l@p,30,25,5,18,12,lap,1,3,360,4,97,48,687,4668,474,6344143,4,1
denim,4681,denim,dEnM,4,3,1,1,3,denim,2,5,386,5,11,3,33,965,72,4738242,5,
real,14302,real,riL,16,12,4,4,12,real,1,3,371,5,192,32,22583,83094,24403,297702750,4,1
bully,2304,bully,bUli,8,7,1,6,2,bully,2,4,411,6,48,17,368,1363,308,1532418,5,2
lice,9885,lice,lYs,26,22,4,15,11,lice,1,3,475,5,95,34,109,336,24,1006104,4,1
devoid,4823,devoid,dxvOd,2,1,1,1,1,devoid,2,5,549,6,3,0,36,911,37,946561,4,2
newt,11542,newt,nut,26,24,2,19,7,newt,1,3,495,5,72,14,68,3194,1955,984917,4,1
anchor,698,anchor,@GkX,7,2,5,4,3,anchor,2,4,519,7,19,3,378,6008,3399,8633656,5,1
bench,1732,bench,bEnC,7,6,1,4,3,bench,1,4,364,6,40,13,493,5986,511,8992211,5,1
her,7819,her,hR,22,14,8,7,15,her,1,2,389,4,150,49,144627,835418,117168,391980169,3,1
hind,7907,hind,hYnd,8,7,1,7,1,hind,1,4,382,5,44,27,125,649,27,1071049,5,1
warp,18810,warp,worp,7,6,1,1,6,warp,1,4,387,5,28,23,280,648,44,2403782,5,1
