lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
tuber,tuber,tubX,5,4,1,1,4,tuber,2,4,391,6,27,19,3,123,4,249743,5
priest,priest,prist,1,0,1,0,1,priest,1,5,378,7,18,6,1336,5614,923,7402030,6
fuse,fuse,fyuz,7,5,2,2,5,fuse,1,4,668,5,59,19,248,705,103,3000882,5
pump,pump,p^mp,14,12,2,11,3,pump,1,4,301,5,20,16,645,4620,730,18645408,5
grunt,grunt,gr^nt,4,3,1,4,0,grunt,1,5,413,6,19,9,113,708,18,618246,6
mannequin,mannequin,m@nIk|n,1,1,0,0,1,mannequin,3,7,482,10,1,1,62,245,39,397146,8
trustee,trustee,tr^sti,1,0,1,0,1,trustee,2,6,512,8,9,2,42,920,95,6132688,7
shark,shark,Sark,10,8,2,7,3,shark,1,4,449,6,57,18,764,2173,417,5909700,5
those,those,Doz,9,8,1,8,1,those,1,3,538,4,71,10,38404,244236,71088,270022703,3
yeast,yeast,yist,4,3,1,4,0,yeast,1,4,450,6,21,15,44,1165,101,6083904,5
glory,glory,glori,1,0,1,1,0,glory,2,5,457,5,28,6,1096,3723,365,13160100,6
reproof,reproof,rIpruf,1,1,0,0,1,reproof,2,6,703,6,0,0,2,26,0,96285,5
sip,sip,sIp,28,25,3,21,7,sip,1,3,417,4,83,44,260,2026,108,5433773,4
sheath,sheath,SiT,11,10,1,4,7,sheath,1,3,449,7,55,6,25,520,18,1252872,4
glacial,glacial,gleSL,1,1,0,0,1,glacial,2,6,542,7,0,0,6,518,17,1085890,5
aggression,aggression,xgrES|n,1,1,0,1,0,aggression,3,7,480,11,3,1,143,3978,782,2543047,8
motive,motive,motIv,1,1,0,1,0,motive,2,5,397,7,4,5,675,2459,974,2136857,6
candor,candor,k@ndX,10,8,2,4,6,candor,2,5,464,5,34,6,51,561,134,371814,5
cabbage,cabbage,k@bIJ,1,1,0,1,0,cabbage,2,5,499,8,5,3,148,1705,88,2237437,5
wreck,wreck,rEk,18,17,1,13,5,wreck,1,3,321,6,121,9,697,1804,332,2448625,4
insulate,insulate,Insxlet,1,0,1,0,1,insulate,3,7,728,9,3,2,14,360,33,340181,8
love,love,l^v,11,10,1,5,6,love,1,3,363,5,40,31,56864,84549,24659,201087618,4
wire,wire,wYr,22,19,3,13,9,wire,2,3,519,5,114,36,1403,7556,882,31120754,4
piling,piling,pYlIG,3,3,0,3,0,piling,2,5,480,7,18,9,72,776,171,690226,6
hew,hew,hyu,9,5,4,7,2,hew,1,3,363,4,61,39,8,193,10,356064,4
design,design,dIzYn,2,2,0,2,0,design,2,5,512,7,8,5,826,29783,1364,264467230,6
bully,bully,bUli,8,7,1,6,2,bully,2,4,411,6,48,17,368,1363,308,1532418,5
applause,applause,xplcz,1,1,0,0,1,applause,2,5,622,7,4,0,576,3031,1544,1705835,5
divide,divide,dxvYd,4,4,0,0,4,divide,2,5,483,7,14,5,298,4726,815,6625935,6
piazza,piazza,pi@zx,1,1,0,1,0,piazza,3,5,558,6,3,1,25,596,29,1694892,4
toss,toss,tcs,10,9,1,5,5,toss,1,3,482,5,54,34,632,4350,342,2645572,4
creepy,creepy,kripi,1,0,1,0,1,creepy,2,5,365,6,14,4,568,898,194,1697316,6
abnormal,abnormal,@bnormL,1,0,1,0,1,abnormal,3,8,768,9,1,0,148,1330,152,3966114,9
city,city,sIti,7,6,1,5,2,city,2,4,365,5,42,4,8624,110435,20881,390573240,5
if,if,If,13,10,3,5,8,if,1,2,375,3,46,26,180610,589059,179701,1134988791,3
drown,drown,drWn,9,8,1,4,5,drown,1,4,406,6,17,7,540,1044,221,1156106,5
aware,aware,xwEr,4,3,1,4,0,aware,2,4,559,6,14,5,1818,16138,3300,25701095,5
uttermost,uttermost,^tXmost,2,1,1,2,0,uttermost,3,7,571,6,3,0,3,15,0,150056,4
smitten,smitten,smItN,1,0,1,1,0,smitten,2,6,502,6,7,1,62,359,56,382659,6
discard,discard,dIskard,1,1,0,0,1,discard,2,7,579,8,5,4,55,1466,36,1974345,8
equestrian,equestrian,IkwEstrixn,1,1,0,0,1,equestrian,4,10,604,4,0,0,20,411,14,3081766,4
attain,attain,xten,7,5,2,4,3,attain,2,4,440,7,18,1,47,1347,66,2668275,5
callow,callow,k@lo,9,8,1,8,1,callow,2,4,426,7,52,9,13,101,8,186826,5
TRUE,TRUE,tru,18,11,7,8,10,TRUE,1,3,360,5,61,14,12921,50607,15278,96282261,4
fought,fought,fct,20,17,3,16,4,fought,1,3,428,5,71,8,1362,8271,2018,5535215,4
camber,camber,k@mbX,5,3,2,4,1,camber,2,5,549,6,20,12,0,62,3,368461,6
son,son,s^n,26,24,2,20,6,son,1,3,392,4,110,62,20949,42385,9688,58098266,4
thy,thy,DY,23,21,2,17,6,thy,1,2,433,4,92,18,1243,899,131,10020384,3
ravel,ravel,r@vL,9,7,2,6,3,ravel,2,5,529,6,23,22,21,178,6,515437,6
crew,crew,kru,19,10,9,11,8,crew,1,3,423,5,94,17,2424,11363,2238,22459782,4
stray,stray,stre,10,4,6,4,6,stray,1,4,523,6,20,10,272,1494,138,1807545,5
crest,crest,krEst,9,6,3,6,3,crest,1,5,620,6,27,14,107,1328,152,5477034,6
dip,dip,dIp,25,23,2,16,9,dip,1,3,302,4,75,31,406,2619,328,5850511,4
checker,checker,CEkX,3,1,2,0,3,checker,2,4,377,8,37,3,56,263,31,3577995,5
every,every,Evri,2,1,1,2,0,every,2,4,321,6,15,9,28007,135518,34789,189332269,5
desecration,desecration,dEsIkreS|n,1,0,1,0,1,desecration,4,10,668,12,3,2,23,203,37,321471,11
slay,slay,sle,19,12,7,9,10,slay,1,3,574,5,55,25,109,212,14,702325,4
bluish,bluish,bluIS,1,1,0,0,1,bluish,2,5,508,5,6,3,7,388,10,384449,5
ambitious,ambitious,@mbIS|s,1,1,0,0,1,ambitious,3,7,598,10,1,1,243,3879,428,3292680,8
throne,throne,Tron,8,6,2,5,3,throne,1,4,429,7,23,8,441,1680,216,3392820,5
inalienable,inalienable,InelyxnxbL,1,1,0,1,0,inalienable,5,11,532,4,0,2,20,241,26,316410,4
date,date,det,24,20,4,16,8,date,1,3,355,5,80,38,7218,19581,3886,488975185,4
wove,wove,wov,12,11,1,8,4,wove,1,3,430,5,24,15,12,341,10,198353,4
play,play,ple,16,9,7,7,9,play,1,3,333,5,52,22,18081,68601,13591,150763326,4
thud,thud,T^d,7,7,0,5,2,thud,1,3,334,5,29,10,99,629,32,392615,4
reveal,reveal,rIvil,2,2,0,1,1,reveal,2,5,563,7,6,7,476,8309,1039,8279126,6
undertake,undertake,^ndXtek,1,0,1,0,1,undertake,3,7,609,10,3,3,52,1438,158,5613443,8
list,list,lIst,19,16,3,10,9,list,1,4,478,5,56,33,4110,31376,5888,472615583,5
dug,dug,d^g,22,21,1,13,9,dug,1,3,469,4,60,31,455,3189,427,1925921,4
tome,tome,tom,22,20,2,14,8,tome,1,3,300,5,65,30,39,343,14,4284389,4
shirt,shirt,SRt,15,14,1,13,2,shirt,1,3,395,6,71,12,2365,13813,1409,40510838,4
nude,nude,nud,15,13,2,8,7,nude,1,3,344,5,56,16,301,1643,322,96757551,4
peaked,peaked,pikt,5,3,2,2,3,peaked,1,4,374,6,36,8,62,959,97,870787,4
share,share,SEr,22,20,2,18,4,share,1,3,420,6,124,32,3545,30316,4932,119297860,4
fifteen,fifteen,fIftin,1,0,1,0,1,fifteen,2,6,540,8,6,2,895,7293,878,6252884,7
portion,portion,porS|n,3,1,2,3,0,portion,2,6,459,8,7,2,221,7351,973,23356888,7
noble,noble,nobL,5,3,2,5,0,noble,2,5,512,6,37,16,744,3221,356,12605251,6
ovation,ovation,oveS|n,1,1,0,1,0,ovation,3,6,484,8,1,2,45,446,83,791068,7
idea,idea,Ydix,1,1,0,0,1,idea,3,4,423,5,15,9,18311,56406,15986,65466433,5
culture,culture,k^lCX,2,1,1,1,1,culture,2,5,452,8,12,3,711,35835,3703,68608026,6
chosen,chosen,CozN,1,0,1,0,1,chosen,2,5,516,6,8,3,927,9439,1189,21347014,4
timid,timid,tImxd,1,1,0,1,0,timid,2,5,397,6,0,1,77,719,84,663058,5
patrician,patrician,pxtrIS|n,2,0,2,2,0,patrician,3,8,588,10,4,2,5,245,7,218456,9
curb,curb,kRb,12,11,1,5,7,curb,1,3,495,5,58,9,209,2718,279,3509520,4
lease,lease,lis,27,24,3,12,15,lease,1,3,392,6,140,24,320,2125,171,17180592,4
pinto,pinto,pInto,1,1,0,1,0,pinto,2,5,484,5,13,15,43,466,79,1108872,5
vice,vice,vYs,16,14,2,10,6,vice,1,3,418,5,62,27,950,21532,8967,32223701,4
victimize,victimize,vIktxmYz,1,0,1,0,1,victimize,3,8,764,10,3,1,9,61,23,44256,9
novel,novel,navL,3,3,0,1,2,novel,2,5,473,6,17,12,513,13577,1248,21821672,6
worm,worm,wRm,10,10,0,4,6,worm,1,3,490,5,40,13,516,1474,69,5784026,4
umpire,umpire,^mpYr,1,1,0,1,0,umpire,3,5,486,7,2,2,54,433,69,795626,6
retake,retake,ritek,1,1,0,0,1,retake,2,5,483,7,5,4,37,245,59,348798,6
capitol,capitol,k@pxtL,2,1,1,0,2,capitol,3,7,486,8,8,4,122,6567,3176,7917607,8
parameter,parameter,pX@mxtX,1,1,0,1,0,parameter,4,7,672,10,3,2,13,669,12,22301697,8
chattel,chattel,C@tL,9,8,1,4,5,chattel,2,5,421,7,17,3,15,80,7,191116,5
hero,hero,hIro,3,2,1,2,1,hero,2,4,379,5,22,34,2542,7912,1942,12346600,5
tamp,tamp,t@mp,11,6,5,8,3,tamp,1,4,386,5,35,23,3,111,29,95517,5
brunch,brunch,br^nC,4,3,1,3,1,brunch,1,5,441,7,13,4,189,785,45,2123970,6
none,none,n^n,20,20,0,15,5,none,1,3,335,5,78,31,5641,22082,4214,85532588,4
scarf,scarf,skarf,2,0,2,0,2,scarf,1,5,562,6,8,12,239,1691,120,3181107,6
political,political,pxlItIkL,1,1,0,0,1,political,4,9,547,10,1,1,1115,92025,22593,82022326,7
puppy,puppy,p^pi,6,5,1,2,4,puppy,2,4,417,5,15,4,584,1295,268,6662994,5
venue,venue,vEnyu,1,1,0,1,0,venue,2,5,499,6,2,4,73,1636,215,14204074,4
horror,horror,hcrX,2,2,0,0,2,horror,2,4,438,7,44,3,468,4312,721,16404225,5
being,being,biIG,1,1,0,1,0,being,2,4,436,6,22,10,24781,177650,52565,242793967,5
bunk,bunk,b^Gk,14,10,4,9,5,bunk,1,4,509,5,43,26,320,1034,96,1645649,5
tag,tag,t@g,21,20,1,14,7,tag,1,3,370,4,62,40,708,3394,492,32443312,4
stock,stock,stak,12,9,3,2,10,stock,1,4,590,6,47,17,1300,22498,4253,176300524,5
dog,dog,dcg,8,8,0,6,2,dog,1,3,326,4,46,36,9835,22251,4315,77282721,4
vertical,vertical,vRtIkL,1,1,0,1,0,vertical,3,7,472,9,0,0,141,3864,87,16230027,6
bleed,bleed,blid,9,8,1,3,6,bleed,1,4,370,6,26,7,515,816,151,1989525,5
cask,cask,k@sk,7,5,2,4,3,cask,1,4,455,5,34,17,6,104,7,484364,5
underside,underside,^ndXsYd,1,0,1,0,1,underside,3,7,763,8,2,0,12,670,20,738829,7
worse,worse,wRs,14,12,2,6,8,worse,1,3,454,6,71,9,5002,19564,5186,15677993,4
irk,irk,Rk,16,8,8,12,4,irk,1,2,312,4,86,14,5,28,5,124144,3
leisure,leisure,liZX,3,3,0,1,2,leisure,2,4,629,8,29,2,129,2448,183,23133305,4
render,render,rEndX,4,3,1,3,1,render,2,5,379,7,31,26,103,1511,119,5232001,6
dwarf,dwarf,dworf,1,0,1,1,0,dwarf,1,5,425,6,7,2,157,1417,61,3072068,6
lumber,lumber,l^mbX,6,3,3,5,1,lumber,2,5,425,7,9,12,126,1625,115,3970464,6
snivel,snivel,snIvL,3,2,1,2,1,snivel,2,6,484,7,3,2,5,9,1,18854,7
clung,clung,kl^G,8,7,1,3,5,clung,1,4,442,5,23,9,24,1146,37,371586,5
bias,bias,bYxs,1,1,0,1,0,bias,2,4,629,5,24,20,82,4418,640,8808565,5
brittle,brittle,brItL,3,3,0,1,2,brittle,2,6,362,8,19,5,71,907,36,880926,6
overturn,overturn,ovXtRn,1,1,0,0,1,overturn,3,6,649,9,5,3,19,799,339,618972,7
raffle,raffle,r@fL,7,7,0,3,4,raffle,2,5,491,7,25,8,93,169,11,1541879,6
gift,gift,gIft,5,5,0,4,1,gift,1,4,596,5,19,10,3290,12214,1808,131428152,5
donkey,donkey,dcGki,1,1,0,1,0,donkey,2,5,479,7,9,6,273,1189,72,2821287,6
sensor,sensor,sEnsor,1,1,0,0,1,sensor,2,5,544,7,27,7,115,1595,76,13759804,6
glower,glower,glWX,1,1,0,1,0,glower,2,4,420,7,11,9,0,78,6,35287,5
pitch,pitch,pIC,24,21,3,13,11,pitch,1,3,372,6,67,15,792,6672,801,9800806,4
pentecostal,Pentecostal,pEntIkcstL,1,0,1,0,1,pentecostal,4,11,714,10,0,0,10,522,35,534827,10
shrink,shrink,SrIGk,6,5,1,6,0,shrink,1,5,467,7,14,5,577,1942,272,3261118,6
receive,receive,rIsiv,4,4,0,2,2,receive,2,5,624,8,7,10,992,14838,1676,88330662,6
tallow,tallow,t@lo,10,8,2,8,2,tallow,2,4,402,6,31,11,5,138,0,239819,4
election,election,xlEkS|n,2,1,1,2,0,election,3,7,738,9,5,5,560,26106,12730,36728229,8
abide,abide,xbYd,5,4,1,3,2,abide,2,4,421,6,11,8,138,959,283,3722809,5
lark,lark,lark,11,9,2,7,4,lark,1,4,351,5,46,22,83,423,28,972888,5
carriage,carriage,k@rIJ,2,2,0,2,0,carriage,2,5,444,9,20,3,381,1780,110,4664470,6
specific,specific,spxsIfIk,1,0,1,1,0,specific,3,8,629,9,2,1,908,31631,3850,107786068,9
yoga,yoga,yogx,2,2,0,1,1,yoga,2,4,435,4,8,8,227,2282,217,14665972,4
shaft,shaft,S@ft,5,4,1,5,0,shaft,1,4,446,6,16,7,393,2247,134,6431597,5
pointer,pointer,pOntX,1,0,1,0,1,pointer,2,5,501,8,14,11,55,927,56,11476769,6
brisk,brisk,brIsk,7,4,3,4,3,brisk,1,5,379,6,23,7,53,1013,56,774000,6
ensign,ensign,Ens|n,1,1,0,1,0,ensign,2,5,629,5,25,1,181,298,128,967853,5
command,command,kxm@nd,4,2,2,1,3,command,2,6,497,8,5,3,2225,9526,1772,59871929,7
pestle,pestle,pEstL,7,5,2,5,2,pestle,2,6,529,5,14,4,31,146,12,174357,7
mast,mast,m@st,14,11,3,10,4,mast,1,4,565,5,58,35,83,617,53,2341785,5
station,station,steS|n,2,0,2,1,1,station,2,6,525,8,11,4,4033,20567,4302,61893414,7
seal,seal,sil,31,28,3,20,11,seal,1,3,519,5,197,34,752,4315,523,16275478,4
candid,candid,k@nd|d,2,2,0,1,1,candid,2,6,529,7,8,5,102,1088,394,3066199,7
seasonable,seasonable,sizNxbL,1,1,0,1,0,seasonable,4,9,732,8,1,2,2,10,5,51494,7
even,even,ivxn,2,1,1,2,0,even,2,4,419,5,7,25,44672,279417,57396,245707765,5
take,take,tek,25,23,2,22,3,take,1,3,298,5,69,36,96443,185863,61593,264366303,4
oratorio,oratorio,crxtorio,1,0,1,0,1,oratorio,5,8,696,8,0,0,2,79,20,197424,4
mixture,mixture,mIksCX,1,1,0,1,0,mixture,2,6,649,8,5,2,126,10337,325,8996041,7
revive,revive,rIvYv,3,2,1,0,3,revive,2,5,559,7,3,7,94,1235,250,1247670,6
argon,argon,argan,1,1,0,1,0,argon,2,5,558,6,2,10,9,141,6,761489,4
sparkle,sparkle,sparkL,1,0,1,0,1,sparkle,2,7,616,8,4,5,85,649,67,1998800,8
crane,crane,kren,15,12,3,7,8,crane,1,4,403,6,68,21,1714,2054,199,4888961,5
cymbal,cymbal,sImbL,4,3,1,3,1,cymbal,2,6,505,7,14,1,13,53,6,611557,7
lid,lid,lId,23,21,2,16,7,lid,1,3,489,4,84,39,251,2714,185,5788240,4
opossum,opossum,xpasM,2,1,1,1,1,opossum,3,6,635,3,1,1,4,66,5,193299,4
rope,rope,rop,27,23,4,15,12,rope,1,3,395,5,116,35,1158,4159,429,6948203,4
arrest,arrest,xrEst,5,3,2,5,0,arrest,2,4,520,7,30,3,3037,7141,2504,7653819,5
celebrity,celebrity,sxlEbrxti,1,0,1,1,0,celebrity,4,9,558,10,2,1,372,5085,1712,23500942,10
axial,axial,@ksiL,2,1,1,0,2,axial,3,6,519,4,3,0,7,425,2,1685087,7
among,among,xm^G,1,1,0,0,1,among,2,4,452,6,3,6,1729,90909,9247,83432110,5
clear,clear,klIr,9,8,1,5,4,clear,1,4,431,6,38,11,8763,51346,12859,88453565,5
thorn,thorn,Torn,9,9,0,8,1,thorn,1,4,376,6,35,14,260,812,59,1422150,5
hint,hint,hInt,10,9,1,7,3,hint,1,4,347,5,35,22,469,3685,464,6007484,5
skin,skin,skIn,13,11,2,4,9,skin,1,4,594,5,42,19,2246,26103,2238,54800399,5
haunt,haunt,hcnt,11,11,0,9,2,haunt,1,4,394,6,22,11,182,998,239,985188,5
noon,noon,nun,19,18,1,13,6,noon,1,3,403,5,63,19,924,6211,1344,9918712,4
sill,sill,sIl,35,26,9,24,11,sill,1,3,407,5,128,32,23,453,19,787271,4
throng,throng,TrcG,4,2,2,3,1,throng,1,4,653,7,8,3,16,471,24,330339,5
impersonate,impersonate,ImpRsNet,1,0,1,0,1,impersonate,4,9,749,12,3,3,33,84,18,255003,10
career,career,kXIr,2,2,0,2,0,career,2,4,474,7,12,10,2305,30744,4976,71249453,5
given,given,gIvxn,1,1,0,1,0,given,2,5,345,6,23,16,4851,62622,11220,125544161,6
strife,strife,strYf,5,5,0,0,5,strife,1,5,592,7,13,8,85,849,109,1156084,6
footage,footage,fUtIJ,1,1,0,0,1,footage,2,5,646,5,2,0,422,2594,1043,6907471,5
private,private,prYvxt,1,1,0,1,0,private,2,6,422,8,3,2,3874,41819,7720,187887808,7
groan,groan,gron,15,13,2,5,10,groan,1,4,406,6,55,11,47,656,29,473578,5
fine,fine,fYn,28,25,3,20,8,fine,1,3,510,5,93,38,30502,32561,6526,71983414,4
boil,boil,bOl,15,12,3,14,1,boil,1,3,390,5,84,20,303,3947,223,2422548,4
noisy,noisy,nOzi,3,2,1,2,1,noisy,2,4,463,5,7,3,257,1692,146,3722908,5
window,window,wIndo,5,1,4,0,5,window,2,5,469,7,19,7,4386,26536,2511,102713291,6
homicidal,homicidal,hamxsYdL,1,0,1,0,1,homicidal,4,9,664,8,0,0,103,212,41,217742,8
leaden,leaden,lEdN,5,4,1,3,2,leaden,2,5,386,6,38,9,5,194,5,116308,5
strap,strap,str@p,6,4,2,3,3,strap,1,5,552,6,21,8,263,1493,117,11414669,6
abortion,abortion,xborS|n,1,1,0,1,0,abortion,3,7,595,9,2,1,369,10896,4422,9397315,8
neither,neither,niDX,2,1,1,2,0,neither,2,4,441,5,11,5,3451,18480,2095,22640465,3
favor,favor,fevX,4,3,1,4,0,favor,2,4,390,6,34,6,3609,12796,2888,11868066,5
mosey,mosey,mozi,6,6,0,5,1,mosey,2,4,374,5,39,19,36,116,16,67050,5
zealot,zealot,zEl|t,1,1,0,1,0,zealot,2,5,454,7,3,2,10,140,38,340121,6
cellular,cellular,sElyUlX,1,1,0,1,0,cellular,3,7,595,9,2,0,145,2160,221,19906433,8
frown,frown,frWn,3,3,0,3,0,frown,1,4,427,6,20,7,104,915,34,748276,5
spirit,spirit,spIr|t,1,1,0,0,1,spirit,2,6,614,7,3,3,2517,16119,1937,36977078,6
driver,driver,drYvX,3,1,2,1,2,driver,2,5,559,7,18,10,2416,13273,2093,48465707,6
nickel,nickel,nIkL,10,9,1,5,5,nickel,2,5,349,7,52,15,431,1343,190,6106046,6
yank,yank,y@Gk,12,9,3,10,2,yank,1,4,440,5,36,24,240,578,44,646395,5
rarefy,rarefy,r@rxfY,1,1,0,1,0,rarefy,3,6,544,6,4,1,0,3,0,5464,7
beck,beck,bEk,19,19,0,14,5,beck,1,3,306,5,135,34,195,2072,344,4291120,4
mortgage,mortgage,morgIJ,1,0,1,0,1,mortgage,2,6,499,9,5,3,301,6268,1437,74161273,7
residential,residential,rEzxdEnCL,1,0,1,1,0,residential,4,10,608,9,0,2,91,4802,272,31337029,8
independent,independent,IndxpEnd|nt,1,1,0,0,1,independent,4,11,585,12,2,1,477,21396,4328,64171624,12
flap,flap,fl@p,10,9,1,4,6,flap,1,4,395,5,30,17,135,1434,130,2725466,5
testimonial,testimonial,tEst|moniL,1,0,1,0,1,testimonial,5,11,644,12,1,1,32,146,20,1481582,12
slim,slim,slIm,11,10,1,3,8,slim,1,4,563,5,26,20,605,2868,328,9713890,5
tart,tart,tart,14,8,6,9,5,tart,1,4,322,5,37,30,122,1336,78,1363526,5
nasty,nasty,n@sti,3,2,1,3,0,nasty,2,5,629,5,8,7,1151,3307,787,7439073,6
facet,facet,f@s|t,4,3,1,3,1,facet,2,5,504,6,11,11,13,528,46,1223168,6
fatty,fatty,f@ti,7,6,1,4,3,fatty,2,4,499,5,33,11,260,1498,97,5363547,5
club,club,kl^b,4,3,1,1,3,club,1,4,299,5,18,7,5038,22834,2547,132442807,5
monster,monster,manstX,3,3,0,2,1,monster,2,6,549,8,7,6,1982,4224,618,17611893,7
prevail,prevail,prxvel,1,1,0,1,0,prevail,2,6,495,8,3,3,107,1541,403,1948134,7
touch,touch,t^C,12,11,1,5,7,touch,1,3,390,6,39,13,7534,19240,3809,36835562,4
curtain,curtain,kRtN,5,4,1,3,2,curtain,2,5,359,8,41,4,525,2749,325,4828203,6
treaty,treaty,triti,1,0,1,0,1,treaty,2,5,579,7,7,3,239,6035,1072,9086189,6
sequel,sequel,sikwL,1,0,1,1,0,sequel,2,6,639,7,4,1,90,957,207,3277297,7
scramble,scramble,skr@mbL,1,0,1,0,1,scramble,2,8,490,9,3,3,123,1135,115,1103614,9
alley,alley,@li,22,13,9,16,6,alley,2,3,340,6,118,30,831,3316,349,4541475,4
basin,basin,besN,8,7,1,5,3,basin,2,5,371,6,41,20,96,3415,129,10550181,6
smell,smell,smEl,7,4,3,3,4,smell,1,4,457,6,29,14,4240,10062,1097,6642666,5
fort,fort,fort,16,13,3,6,10,fort,1,4,394,5,66,35,787,9036,1109,34362335,5
floor,floor,floX,6,4,2,1,5,floor,1,4,547,6,38,12,5132,34427,3980,53763234,5
plush,plush,pl^S,9,8,1,4,5,plush,1,4,423,5,12,7,28,799,44,4693277,4
mortality,mortality,mort@l|ti,1,0,1,1,0,mortality,4,9,594,7,0,1,77,4629,314,8978176,5
shod,shod,Sad,18,15,3,13,5,shod,1,3,542,5,72,11,6,100,8,201094,4
eighth,eighth,etT,2,1,1,0,2,eighth,1,3,322,7,11,5,350,5066,498,4949260,4
gyrate,gyrate,JYret,1,0,1,1,0,gyrate,2,5,564,7,2,3,4,25,1,28824,6
brave,brave,brev,10,8,2,3,7,brave,1,4,361,6,22,12,1617,3574,850,5221356,5
dental,dental,dEntL,5,4,1,4,1,dental,2,6,387,7,13,5,315,1838,317,23240707,7
spill,spill,spIl,13,9,4,5,8,spill,1,4,517,6,32,11,432,3640,1026,3890646,5
recent,recent,risNt,1,1,0,1,0,recent,2,6,569,7,4,7,669,45589,5477,141766999,7
soot,soot,sUt,11,11,0,11,0,soot,1,3,430,5,21,30,55,563,50,573693,4
pond,pond,pand,7,5,2,4,3,pond,1,4,510,5,32,12,323,3477,262,9223378,5
cassette,cassette,k|sEt,1,1,0,1,0,cassette,2,5,446,9,8,5,93,856,67,10853321,6
disown,disown,dIson,1,1,0,0,1,disown,2,5,511,7,4,1,21,88,35,86401,6
estate,estate,Istet,2,0,2,2,0,estate,2,5,494,7,7,4,1076,13061,1968,169262575,6
stroke,stroke,strok,7,6,1,0,7,stroke,1,5,452,7,26,10,667,5765,699,11440396,6
grill,grill,grIl,15,13,2,7,8,grill,1,4,401,6,41,17,227,4905,475,10254434,5
tavern,tavern,t@vXn,1,1,0,1,0,tavern,2,5,479,7,4,5,158,1135,46,2738818,6
psalm,psalm,sam,11,11,0,6,5,psalm,1,3,463,6,68,5,26,324,25,2220027,4
doing,doing,duIG,1,0,1,0,1,doing,2,4,539,6,26,15,52492,90142,39588,80825701,5
arch,arch,arC,8,3,5,3,5,arch,1,3,429,5,36,13,188,1849,162,10045078,4
mercer,mercer,mRsX,6,6,0,2,4,mercer,2,4,495,7,27,8,117,692,30,3545626,5
monstrous,monstrous,manstrxs,1,0,1,0,1,monstrous,2,8,728,8,0,0,122,907,88,759187,7
grope,grope,grop,12,10,2,2,10,grope,1,4,454,6,37,16,31,159,15,166652,5
womb,womb,wum,9,8,1,8,1,womb,1,3,479,5,29,5,177,945,128,1173579,4
hickory,hickory,hIkXi,1,1,0,1,0,hickory,3,5,424,7,9,0,69,564,24,2570254,6
push,push,pUS,5,5,0,2,3,push,1,3,375,5,19,23,3598,14614,3304,20776546,4
industrial,industrial,Ind^striL,1,0,1,0,1,industrial,4,10,669,11,8,4,233,12947,1470,65922996,11
blur,blur,blR,6,3,3,2,4,blur,1,3,399,5,106,11,109,1469,111,1918107,4
narrator,narrator,n@retX,1,0,1,0,1,narrator,3,6,552,9,4,1,529,7678,136,1696653,7
maternity,maternity,mxtRn|ti,2,2,0,2,0,maternity,4,8,572,7,1,1,125,787,126,7689807,6
brink,brink,brIGk,8,5,3,5,3,brink,1,5,385,6,23,16,127,1557,437,1485388,6
urinal,urinal,yUrxnL,1,0,1,0,1,urinal,3,7,407,7,0,0,39,130,5,343628,6
intend,intend,IntEnd,2,2,0,0,2,intend,2,6,531,7,5,2,1183,2965,818,6070612,7
chest,chest,CEst,13,12,1,12,1,chest,1,4,519,6,35,10,2090,13451,980,13517184,5
chops,chops,Caps,5,4,1,3,2,chops,1,4,459,6,37,9,277,1179,88,1318721,5
dose,dose,dos,12,11,1,3,9,dose,1,3,434,5,62,45,270,3858,481,15960555,4
portal,portal,portL,5,4,1,3,2,portal,2,6,435,7,10,4,222,979,53,30179923,7
towel,towel,tWL,9,7,2,5,4,towel,1,3,500,6,53,13,722,3101,213,4901668,4
bomber,bomber,bamX,3,2,1,1,2,bomber,2,4,381,7,44,10,214,1570,631,2507571,5
gamble,gamble,g@mbL,4,2,2,3,1,gamble,2,6,401,7,15,9,456,1849,397,3294887,7
coast,coast,kost,12,11,1,9,3,coast,1,4,508,6,51,10,1361,17429,4271,47718553,5
ground,ground,grWnd,5,3,2,5,0,ground,1,5,473,7,21,7,3696,45521,8773,60680843,6
except,except,IksEpt,2,2,0,2,0,except,2,6,548,7,2,2,5696,23264,3664,52184148,7
crumple,crumple,kr^mpL,2,1,1,1,1,crumple,2,7,539,8,7,5,8,101,6,77197,8
digest,digest,dYJEst,1,1,0,1,0,digest,2,6,559,7,5,7,168,1266,218,14998647,7
mitigate,mitigate,mIt|get,1,1,0,1,0,mitigate,3,7,580,9,1,3,21,859,90,1866466,8
levee,levee,lEvi,6,6,0,2,4,levee,2,4,356,6,43,9,26,702,337,766809,5
taken,taken,tek|n,4,4,0,4,0,taken,2,5,452,5,18,10,7071,52018,12498,87021159,5
malicious,malicious,mxlIS|s,2,2,0,2,0,malicious,3,7,768,10,4,0,80,646,100,3078278,7
likelihood,likelihood,lYklihUd,1,1,0,1,0,likelihood,3,8,471,7,1,1,58,4121,515,5493171,6
clothing,clothing,kloDIG,1,0,1,1,0,clothing,2,6,559,7,3,1,553,7901,1020,72457184,5
gallery,gallery,g@lXi,3,2,1,2,1,gallery,3,5,408,8,18,5,434,7955,344,165682518,6
